Accident_Index,Accident_Severity,Day_of_Week,Time,Road_Type,Speed_limit,Weather_Conditions,Road_Surface_Conditions,Light_Conditions,Number_of_Vehicles,Number_of_Casualties,Urban_or_Rural_Area,Year,Month,Latitude,Longitude
ACC028465,3,3,10:27,Single carriageway,30,Raining + high winds,Wet or damp,Daylight,2,2,1,2007,9,51.253592,-1.69938
ACC039406,2,4,08:59,Dual carriageway,20,Fine no high winds,Dry,Daylight,2,3,2,2006,9,54.426236,-0.759444
ACC016577,3,6,09:37,Dual carriageway,30,Fine no high winds,Dry,Darkness - lights unlit,2,3,1,2012,4,51.817778,-1.096285
ACC037334,3,4,21:12,Single carriageway,60,Fine no high winds,Wet or damp,Daylight,3,1,1,2007,1,53.248751,-0.855151
ACC029992,3,5,14:20,Single carriageway,60,Fine no high winds,Frost or ice,Daylight,1,2,1,2007,9,50.146126,-3.846115
ACC024327,3,2,05:18,Roundabout,30,Raining no high winds,Dry,Daylight,1,1,1,2011,5,55.575837,-2.775897
ACC013930,3,4,17:30,Single carriageway,50,Fine no high winds,Dry,Darkness - lighting unknown,5,2,2,2008,1,51.862565,-2.588403
ACC047681,3,4,06:36,One way street,70,Fine no high winds,Dry,Daylight,1,1,2,2011,5,54.463471,1.00124
ACC006392,3,3,12:09,Single carriageway,30,Fine no high winds,Frost or ice,Daylight,1,1,2,2013,8,54.752107,-3.068936
ACC034887,3,1,11:34,Single carriageway,30,Raining no high winds,Dry,Daylight,1,1,1,2014,10,54.372605,1.564525
ACC042819,2,6,18:51,Single carriageway,20,Fine no high winds,Snow,Darkness - lighting unknown,1,2,1,2015,11,50.282627,-1.480562
ACC036548,3,3,12:13,Single carriageway,60,Fine no high winds,Wet or damp,Daylight,3,1,2,2013,5,50.633042,-3.709222
ACC041786,3,4,17:17,Dual carriageway,60,Raining no high winds,Dry,Daylight,2,2,2,2014,2,55.709455,0.99476
ACC037730,3,6,19:52,Roundabout,40,Raining no high winds,Wet or damp,Daylight,1,1,1,2006,6,50.679457,-4.882415
ACC002810,3,1,19:13,Unknown,30,Raining no high winds,Mud,Darkness - lights lit,3,3,1,2010,9,55.934092,-0.601584
ACC033267,3,5,08:33,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - lights lit,1,3,1,2015,11,53.504416,-0.313285
ACC011446,3,5,14:43,Single carriageway,30,Fine no high winds,Dry,Daylight,2,2,2,2013,12,51.087308,1.533426
ACC033687,2,7,04:47,Single carriageway,20,Raining no high winds,Dry,Daylight,1,2,1,2012,8,50.280369,1.451998
ACC045211,2,1,17:22,Single carriageway,60,Raining no high winds,Dry,Daylight,2,1,1,2013,7,53.878479,-1.208072
ACC037053,3,4,13:14,Dual carriageway,30,Raining + high winds,Dry,Darkness - lights lit,1,1,1,2013,10,54.958002,-3.551152
ACC045417,3,7,19:10,Single carriageway,60,Fine no high winds,Frost or ice,Darkness - lights lit,5,1,2,2010,11,54.312099,-1.180043
ACC024747,2,6,20:37,Single carriageway,60,Fine no high winds,Dry,Daylight,1,2,1,2015,6,51.649437,-2.220257
ACC000229,3,2,06:54,Single carriageway,40,Fine no high winds,Dry,Daylight,2,1,1,2014,1,52.870364,1.775787
ACC047148,3,3,14:14,Roundabout,40,Raining no high winds,Dry,Daylight,2,1,1,2007,2,55.547043,-2.36094
ACC035510,2,5,16:36,Roundabout,50,Raining no high winds,Wet or damp,Daylight,1,2,2,2015,4,55.481999,-3.918461
ACC013330,3,3,15:47,Single carriageway,40,Unknown,Dry,Daylight,1,1,2,2015,9,55.091423,-4.057083
ACC011704,3,6,19:44,Roundabout,30,Fine no high winds,Dry,Darkness - lights lit,1,1,2,2011,11,53.918758,1.998459
ACC009272,3,7,09:37,Single carriageway,60,Fine no high winds,Dry,Darkness - lights lit,2,1,2,2011,5,51.483792,-1.284254
ACC044613,2,7,08:44,Dual carriageway,30,Fine no high winds,Dry,Darkness - no lighting,4,1,2,2010,6,54.438742,-4.812432
ACC006002,3,7,17:32,Dual carriageway,20,Fog or mist,Dry,Darkness - no lighting,1,2,1,2008,2,55.80322,-2.638909
ACC004898,3,3,12:28,Single carriageway,60,Other,Wet or damp,Daylight,1,1,1,2006,10,55.473569,-3.091653
ACC005584,3,7,22:21,Dual carriageway,30,Unknown,Wet or damp,Daylight,2,1,1,2013,2,53.652578,-2.975155
ACC028230,3,1,02:24,Single carriageway,40,Raining no high winds,Flood over 3cm deep,Darkness - lights lit,2,1,1,2009,12,55.818079,1.132824
ACC040636,3,3,07:48,Slip road,50,Fine no high winds,Dry,Daylight,2,1,1,2009,5,54.284383,-4.283203
ACC028900,3,1,08:29,Single carriageway,70,Fine no high winds,Dry,Daylight,2,3,1,2006,7,51.648399,-0.264036
ACC019895,2,4,02:49,Dual carriageway,30,Other,Frost or ice,Daylight,2,3,1,2009,5,53.060401,-1.477776
ACC033897,3,7,10:37,Roundabout,30,Fine no high winds,Dry,Daylight,2,1,1,2015,12,51.03735,-3.815838
ACC044837,2,5,12:54,Dual carriageway,40,Raining no high winds,Dry,,2,3,1,2013,8,52.475022,-3.346616
ACC010401,3,7,14:00,Single carriageway,70,Fine no high winds,Dry,Darkness - lights lit,3,2,2,2010,12,54.900498,-4.782996
ACC034336,3,6,17:23,Roundabout,60,Fine no high winds,Dry,Daylight,2,1,1,2009,2,54.87341,0.730536
ACC043067,3,1,15:39,Dual carriageway,30,Fine no high winds,Dry,Darkness - no lighting,2,3,1,2007,4,51.678674,-0.650141
ACC034475,3,6,15:44,One way street,30,Fine no high winds,Frost or ice,Darkness - no lighting,2,1,1,2011,4,54.390628,0.109076
ACC023835,3,1,15:45,Dual carriageway,50,Fine no high winds,Snow,Darkness - lighting unknown,2,1,1,2013,6,51.435279,-3.283984
ACC003154,3,5,15:23,One way street,60,Fine no high winds,,Daylight,1,1,1,2011,1,55.157099,-0.343355
ACC010365,1,5,12:02,Roundabout,60,Fine no high winds,Wet or damp,Darkness - no lighting,1,1,2,2006,7,51.923861,1.414081
ACC011524,2,7,15:53,Dual carriageway,30,Fine no high winds,Dry,Daylight,2,2,1,2009,7,54.844972,-3.128448
ACC040068,3,4,15:08,One way street,40,Fine no high winds,Dry,Daylight,1,1,1,2007,12,53.3719,1.527471
ACC000216,3,2,20:59,Single carriageway,60,Raining no high winds,Wet or damp,Daylight,2,1,1,2011,1,53.886814,-4.339573
ACC039009,3,7,21:49,Single carriageway,30,Fog or mist,Wet or damp,Daylight,5,1,1,2011,11,52.686841,1.493611
ACC023489,3,3,12:47,Single carriageway,30,Fog or mist,Frost or ice,Darkness - lighting unknown,3,1,1,2008,2,55.826427,0.042003
ACC026951,1,6,17:02,Single carriageway,60,Fine no high winds,Wet or damp,Darkness - no lighting,1,3,2,2009,11,51.966204,0.721945
ACC009825,3,3,16:33,Single carriageway,30,Snowing no high winds,Dry,Darkness - no lighting,1,1,1,2014,11,55.996991,1.436705
ACC035694,3,4,17:38,Roundabout,30,Fine no high winds,Dry,Darkness - lighting unknown,2,1,2,2008,1,55.79043,0.435917
ACC009638,1,5,19:28,Slip road,30,Raining no high winds,Wet or damp,Darkness - lighting unknown,1,3,1,2010,9,51.50594,-0.468878
ACC035490,2,2,17:03,Roundabout,30,Fine no high winds,Wet or damp,Daylight,4,1,1,2015,7,50.282245,0.049504
ACC024278,3,4,13:06,Dual carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2005,7,52.537942,0.532931
ACC049966,3,4,07:56,Slip road,60,Raining no high winds,Dry,Daylight,2,1,1,2008,10,53.115344,1.033306
ACC040278,3,2,23:03,Single carriageway,60,Raining + high winds,Wet or damp,Darkness - lights lit,2,1,2,2006,5,51.192322,0.469468
ACC035428,3,6,14:58,Single carriageway,30,Raining + high winds,Dry,Darkness - lighting unknown,1,1,1,2010,9,53.763702,-4.280778
ACC024427,3,4,04:05,Single carriageway,40,Fine + high winds,Frost or ice,Darkness - no lighting,3,2,2,2005,6,51.1103,-4.980021
ACC001450,3,6,10:16,Single carriageway,60,Fine no high winds,Wet or damp,Daylight,1,1,1,2006,3,52.226596,-1.224986
ACC039621,3,5,17:37,Single carriageway,50,Raining + high winds,Dry,Daylight,2,1,2,2010,1,52.628208,-2.288372
ACC026313,3,3,05:17,Dual carriageway,30,Snowing no high winds,Dry,Daylight,2,1,2,2005,8,51.553582,-2.186851
ACC013800,3,2,13:28,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,2,2,1,2008,12,50.398169,-0.860397
ACC027813,3,4,19:18,Single carriageway,30,Snowing no high winds,Dry,Daylight,4,1,2,2005,7,51.668122,0.548597
ACC045447,2,1,20:36,Roundabout,30,Raining no high winds,Dry,Daylight,2,2,1,2006,5,54.691282,-0.251258
ACC028308,2,6,06:48,Single carriageway,50,Other,Wet or damp,Daylight,4,1,1,2015,2,54.88548,-4.994295
ACC045589,3,1,15:26,Dual carriageway,50,Fine no high winds,Dry,Daylight,2,3,2,2010,7,54.393448,-4.412519
ACC046478,3,2,15:12,Single carriageway,30,Fog or mist,Dry,Darkness - no lighting,2,1,1,2011,6,55.678457,-3.297688
ACC029671,3,4,07:57,Dual carriageway,50,Fine + high winds,Dry,Daylight,1,1,1,2007,10,52.78504,-0.49512
ACC010833,3,7,15:30,Dual carriageway,20,Fine no high winds,Wet or damp,Daylight,2,2,1,2014,6,54.078486,0.014535
ACC041822,3,3,21:24,Single carriageway,30,Fine + high winds,Wet or damp,Daylight,2,4,1,2013,2,53.204959,-1.020544
ACC034274,3,3,14:35,Single carriageway,60,Fine no high winds,Wet or damp,Daylight,1,3,1,2011,8,50.714564,-2.036533
ACC006055,3,4,11:36,Single carriageway,70,Fine no high winds,Dry,Darkness - no lighting,1,3,2,2013,9,50.81895,-0.358629
ACC031876,3,1,18:22,Single carriageway,40,Fine + high winds,Dry,Daylight,2,2,1,2014,6,51.809992,-3.748605
ACC036994,3,3,07:44,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,1,1,1,2007,6,55.6698,-2.493392
ACC048609,2,3,05:45,Single carriageway,40,Raining + high winds,Wet or damp,Daylight,2,1,1,2014,6,53.257399,1.824721
ACC023825,2,4,20:08,Single carriageway,70,Unknown,Dry,Daylight,2,3,1,2013,4,54.393654,-4.174611
ACC048535,3,4,08:30,Single carriageway,30,Unknown,Dry,Darkness - no lighting,3,1,2,2008,7,54.834289,-2.525881
ACC039537,3,5,13:45,Roundabout,60,Fine no high winds,Dry,Daylight,3,1,2,2008,7,54.4604,-4.710502
ACC035968,3,1,16:05,Slip road,30,Raining no high winds,Dry,Daylight,2,1,2,2015,4,54.846469,-1.348743
ACC049340,3,4,23:18,Single carriageway,30,,Wet or damp,Darkness - lights lit,1,3,1,2008,1,51.793307,-3.904556
ACC006450,3,6,09:50,Dual carriageway,60,Fine no high winds,Wet or damp,Darkness - lights lit,2,1,1,2013,4,55.219925,-1.71307
ACC007952,2,2,22:42,Dual carriageway,30,Raining no high winds,Dry,Daylight,2,2,2,2011,11,53.688611,-4.859371
ACC028133,3,5,08:47,Single carriageway,30,Raining no high winds,Dry,Darkness - lights lit,2,3,2,2011,2,54.784449,-0.070086
ACC014627,3,6,15:42,Dual carriageway,30,Other,Wet or damp,Darkness - lights lit,2,2,1,2014,11,54.408186,-4.605482
ACC015805,3,5,19:46,Slip road,30,Other,Dry,Daylight,2,4,1,2014,7,54.367564,-3.484644
ACC037204,3,3,14:44,Dual carriageway,60,Raining no high winds,Dry,Daylight,3,1,1,2006,1,50.644484,-0.05769
ACC011358,3,6,08:24,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,2,3,1,2012,11,54.561818,1.382737
ACC046483,3,3,18:18,Dual carriageway,30,Raining no high winds,Wet or damp,Daylight,2,2,1,2014,4,51.989495,-1.674315
ACC013669,3,4,07:16,One way street,30,Fine no high winds,Dry,Darkness - no lighting,1,3,1,2014,10,55.53395,1.346857
ACC031106,3,7,10:49,Roundabout,40,Fine no high winds,Dry,Daylight,1,2,1,2010,2,52.006585,1.039276
ACC014646,3,7,12:52,Single carriageway,70,Fine no high winds,Dry,Darkness - lighting unknown,2,1,2,2013,9,53.496575,0.273023
ACC018446,2,2,15:52,Dual carriageway,30,Fine no high winds,Frost or ice,Daylight,4,1,1,2014,1,50.107532,-0.066519
ACC021030,3,1,13:03,Single carriageway,60,Fine no high winds,Frost or ice,Darkness - lights lit,1,4,1,2014,1,53.340445,-3.307554
ACC027389,3,3,17:18,Unknown,30,Fine no high winds,Dry,Daylight,2,4,2,2007,3,52.193449,-2.156545
ACC003776,3,5,15:11,Single carriageway,30,Fine no high winds,Dry,Daylight,3,1,1,2007,11,52.613675,0.370679
ACC016375,2,7,12:37,Roundabout,30,Fine no high winds,Dry,Darkness - no lighting,2,2,2,2011,7,52.466579,-4.9791
ACC005597,3,1,07:06,Single carriageway,30,Raining no high winds,Snow,Darkness - lights unlit,5,1,1,2007,9,52.123746,-1.595765
ACC034759,3,3,09:27,Single carriageway,30,Unknown,Wet or damp,Daylight,1,3,2,2009,3,51.826682,-0.680304
ACC027126,3,4,16:55,Single carriageway,70,Fine no high winds,Wet or damp,Darkness - lights lit,1,2,1,2007,9,54.685251,-0.808616
ACC042066,3,3,16:36,Single carriageway,60,Fine no high winds,Wet or damp,,2,1,1,2010,6,54.677101,1.64213
ACC023650,3,4,09:39,Single carriageway,60,Raining + high winds,,Daylight,2,2,1,2014,9,50.057085,-0.625243
ACC048452,3,5,15:54,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,2,1,1,2014,1,52.403747,1.435685
ACC046737,2,7,09:27,Single carriageway,40,Fine no high winds,Dry,Daylight,4,1,1,2007,7,53.258327,-1.266554
ACC036943,2,4,15:10,Roundabout,30,Fine no high winds,Dry,Darkness - lights lit,4,1,1,2010,10,50.975935,1.877383
ACC041506,3,3,09:02,Single carriageway,70,Fog or mist,Dry,Daylight,3,1,1,2012,11,53.267619,-3.518628
ACC041985,3,7,12:38,Unknown,30,Fine no high winds,Dry,Darkness - lights lit,2,1,2,2011,12,53.186154,-3.814865
ACC023309,3,3,18:40,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - lights lit,4,3,1,2008,11,51.578155,-1.670978
ACC029425,3,3,19:03,Single carriageway,30,Fine no high winds,Dry,Daylight,2,4,2,2013,3,51.128362,1.040657
ACC001908,3,6,17:43,Dual carriageway,30,Fine no high winds,Dry,Daylight,4,1,1,2006,8,50.634464,-0.036479
ACC015582,3,5,09:53,Single carriageway,40,Raining no high winds,Wet or damp,Darkness - lights lit,1,1,1,2014,5,55.40279,-3.721908
ACC025856,3,5,11:51,Single carriageway,20,Fine no high winds,Wet or damp,Daylight,2,3,2,2008,11,52.90698,-2.175055
ACC010144,3,2,23:55,Single carriageway,30,Fine no high winds,Snow,Darkness - lights lit,2,1,1,2011,1,52.930207,-3.718562
ACC048728,2,3,17:27,Single carriageway,30,Fine + high winds,Dry,Daylight,1,1,1,2012,9,52.252084,1.313598
ACC041312,2,6,16:37,Roundabout,70,Fine no high winds,Dry,Daylight,2,2,2,2005,3,51.846529,-0.893525
ACC047315,3,4,18:05,Single carriageway,50,Fine no high winds,Wet or damp,Daylight,1,1,1,2009,9,50.415281,-4.947995
ACC033752,3,1,00:22,Dual carriageway,50,Raining no high winds,Dry,Daylight,2,1,1,2006,3,54.525493,-3.709415
ACC040802,2,7,20:45,Single carriageway,70,Raining no high winds,Frost or ice,Daylight,5,1,2,2012,2,52.978652,-0.736097
ACC038249,3,3,18:14,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,1,1,1,2007,9,55.136465,-3.142851
ACC048313,2,3,16:17,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,2,1,1,2014,9,55.183389,-1.085446
ACC021182,3,4,08:06,Single carriageway,60,Fine no high winds,Dry,Daylight,3,1,2,2014,5,50.561917,-4.229349
ACC024328,2,6,12:59,Single carriageway,30,Raining no high winds,Wet or damp,Daylight,5,1,1,2011,1,55.325547,-2.948334
ACC043255,3,5,07:18,Single carriageway,60,Fine no high winds,,Daylight,2,1,2,2007,6,54.040207,-3.615747
ACC037426,3,4,16:55,Roundabout,30,Fine no high winds,Wet or damp,Daylight,2,1,1,2010,6,53.260885,-1.020544
ACC039183,3,5,14:33,Dual carriageway,30,Fine no high winds,,Darkness - lighting unknown,1,3,2,2011,3,55.131363,-3.43751
ACC015387,3,4,18:03,Unknown,60,Fine no high winds,Wet or damp,,2,2,1,2005,2,50.438357,0.852149
ACC026182,3,7,06:59,Roundabout,60,Raining no high winds,Dry,Daylight,2,1,1,2005,7,54.238468,-2.260855
ACC035919,3,6,13:57,Single carriageway,60,Fine no high winds,Dry,Darkness - no lighting,3,1,1,2005,6,54.921817,1.238241
ACC049314,2,6,11:39,Dual carriageway,60,Fine no high winds,Dry,Darkness - lights unlit,2,2,1,2011,12,50.059721,-1.240592
ACC009266,2,6,06:53,Single carriageway,30,Fine + high winds,Dry,Daylight,2,1,1,2014,4,50.062932,0.901948
ACC038738,3,4,11:41,Single carriageway,50,Fine no high winds,Dry,Daylight,2,1,1,2013,11,50.974837,-4.599302
ACC030481,3,3,17:32,Single carriageway,60,Fine no high winds,Wet or damp,Daylight,3,1,2,2010,3,50.91152,-3.011183
ACC029087,3,4,20:53,Roundabout,30,Raining no high winds,Dry,Daylight,3,1,2,2014,2,50.350265,1.433771
ACC049348,3,5,06:12,Single carriageway,60,Fog or mist,Dry,Daylight,3,2,1,2005,9,53.185907,-1.599312
ACC034160,3,5,19:50,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - no lighting,1,3,1,2005,2,55.101321,-2.052405
ACC033215,3,7,16:48,Single carriageway,30,Fine no high winds,Dry,Daylight,5,1,1,2011,10,55.381735,-1.332988
ACC040206,2,4,07:00,Single carriageway,30,Fine no high winds,Dry,Daylight,2,2,2,2014,7,52.652943,0.052745
ACC044313,3,7,08:26,Single carriageway,60,Fine no high winds,Dry,Daylight,5,2,1,2013,3,54.708885,-4.823475
ACC008803,3,3,18:09,Slip road,30,Fine no high winds,Dry,Daylight,3,3,1,2013,4,51.946552,-3.613216
ACC046220,3,2,15:23,Roundabout,30,Fine no high winds,Wet or damp,Daylight,2,1,1,2006,4,55.176643,-4.035555
ACC033140,3,7,10:24,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,2,2,1,2009,3,54.327244,-0.031049
ACC038915,1,3,15:15,Single carriageway,30,Fine no high winds,Dry,Daylight,1,3,1,2008,12,55.85303,-0.809119
ACC014560,2,6,13:40,Single carriageway,70,Fine + high winds,Wet or damp,Daylight,3,1,2,2008,2,52.828903,-2.431464
ACC042544,3,4,19:51,Single carriageway,30,Fine + high winds,Dry,Daylight,3,4,1,2014,9,52.306838,-0.145497
ACC017797,3,7,09:11,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,1,1,2,2007,2,54.698456,-1.544025
ACC047670,3,5,20:14,Single carriageway,60,Fine no high winds,Dry,Darkness - lights unlit,1,2,1,2010,5,55.203895,1.09396
ACC028387,3,2,15:48,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,3,3,1,2008,4,53.326098,-0.010687
ACC047741,3,5,22:54,Dual carriageway,30,Fine no high winds,Frost or ice,Daylight,2,1,2,2014,9,54.775567,-4.713334
ACC022505,3,7,12:32,Slip road,30,Fine no high winds,Dry,Daylight,1,1,1,2009,2,53.017073,-0.983811
ACC034981,3,1,10:24,Dual carriageway,40,Fine no high winds,Dry,Daylight,2,2,1,2008,2,54.220945,-1.528297
ACC005604,3,6,19:47,Single carriageway,30,Fine + high winds,Flood over 3cm deep,Daylight,2,1,2,2011,2,50.57283,-2.485067
ACC008882,3,3,14:22,Single carriageway,20,Fine no high winds,Dry,Daylight,2,2,1,2006,7,54.07601,1.722423
ACC022389,3,6,21:04,Single carriageway,60,Fine no high winds,Wet or damp,Daylight,2,2,2,2015,7,51.884116,-4.405612
ACC038186,3,2,16:05,Roundabout,30,Fine no high winds,Dry,,1,2,1,2009,2,50.57103,1.498335
ACC004939,3,5,12:02,Single carriageway,70,Fine no high winds,Dry,Darkness - lights lit,4,2,2,2013,1,50.628477,0.71302
ACC020009,3,6,22:37,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2006,2,51.535994,-0.869062
ACC003159,3,1,16:37,Single carriageway,30,Fine no high winds,Oil or diesel,Daylight,1,2,1,2014,2,53.21031,1.882063
ACC020652,3,7,23:04,Single carriageway,40,Fine no high winds,Dry,Daylight,2,1,1,2007,4,51.640528,1.685258
ACC009159,3,7,12:52,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,1,1,1,2010,6,52.636805,1.187933
ACC031974,3,4,16:41,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2006,7,53.504487,-3.523965
ACC000464,3,6,18:20,Single carriageway,30,Raining no high winds,Wet or damp,Daylight,2,2,1,2005,9,50.024542,-2.382637
ACC000616,3,7,14:36,Dual carriageway,50,Unknown,Frost or ice,Daylight,2,1,1,2011,7,52.706276,-0.180835
ACC006381,3,1,17:23,Single carriageway,60,Fine no high winds,Dry,Darkness - no lighting,2,2,1,2015,5,53.690787,-4.998805
ACC020214,3,3,21:43,One way street,30,Raining + high winds,Dry,Darkness - lighting unknown,2,1,1,2009,5,53.657212,-2.707724
ACC008182,2,4,11:43,Roundabout,30,Fine no high winds,Dry,Darkness - lights unlit,1,3,1,2013,10,53.97414,1.975669
ACC017720,3,3,19:56,Slip road,30,Fine + high winds,Wet or damp,Darkness - lights lit,3,1,1,2013,7,50.234876,-1.187188
ACC016575,2,5,10:23,Single carriageway,30,Fine no high winds,Frost or ice,Daylight,3,2,2,2007,2,51.106334,0.589698
ACC002717,3,5,07:02,Single carriageway,70,,Wet or damp,Darkness - no lighting,5,1,1,2005,7,53.506393,-4.416432
ACC036737,2,1,08:28,Dual carriageway,70,Fine no high winds,Frost or ice,Darkness - lights lit,2,2,1,2012,9,53.367478,0.800282
ACC026221,3,6,06:51,Single carriageway,60,Fine no high winds,,Darkness - lighting unknown,2,3,2,2007,6,54.874057,1.042235
ACC015241,3,1,10:40,Dual carriageway,30,Raining no high winds,Frost or ice,Daylight,2,1,2,2009,5,53.360724,-0.262061
ACC030023,3,6,12:43,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,1,1,1,2008,9,53.446483,1.632651
ACC005179,3,1,10:46,Roundabout,30,Fine no high winds,Wet or damp,Darkness - lights unlit,2,1,1,2008,7,52.035204,0.039208
ACC049408,3,7,15:36,Single carriageway,20,Fog or mist,Wet or damp,Daylight,2,1,2,2006,5,51.552348,-4.863101
ACC042772,3,4,17:49,Single carriageway,50,Fine + high winds,Dry,Daylight,2,1,2,2008,12,55.887504,-4.673453
ACC022707,3,2,16:00,Single carriageway,30,Fine no high winds,Dry,Darkness - lighting unknown,3,1,1,2005,5,52.546874,-4.159447
ACC044278,3,6,19:04,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2005,12,51.43453,1.721897
ACC040158,3,3,08:28,Roundabout,60,Fine no high winds,Dry,Daylight,4,1,2,2005,11,52.95992,-1.73021
ACC025784,3,6,14:06,Dual carriageway,60,Fine no high winds,Wet or damp,Darkness - lights unlit,2,1,2,2006,7,53.370677,-1.052202
ACC021046,3,2,21:25,Single carriageway,30,Fog or mist,Dry,Daylight,2,2,1,2006,8,54.201109,-3.013116
ACC040538,2,6,09:40,Roundabout,40,Fine no high winds,Wet or damp,Daylight,2,1,1,2012,11,53.91605,-2.409009
ACC023475,3,2,17:33,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2012,11,50.741556,-2.778731
ACC006222,3,1,10:57,Slip road,60,Raining no high winds,Dry,Daylight,2,1,1,2011,12,51.959209,0.117454
ACC013387,3,5,23:56,Dual carriageway,30,Fine no high winds,Dry,Daylight,1,4,1,2011,5,55.000839,-4.218961
ACC047931,2,7,06:28,Single carriageway,30,Fine no high winds,Frost or ice,Daylight,2,3,1,2006,5,54.587066,-2.653571
ACC028130,3,5,18:29,Single carriageway,30,Other,Dry,Daylight,2,2,2,2013,7,51.628511,-4.372318
